,label,text,label_num 
469,ham,"Subject: 2 nd rev mar . 2000 josey ranch nom 
now they want to go back up . texaco is coming on . 
- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 03 / 20 / 2000 02 : 42 
pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
susan d trevino @ ect 
03 / 20 / 2000 02 : 23 pm 
to : daren j farmer / hou / ect @ ect , tom acton / corp / enron @ enron , lauri a 
allen / hou / ect @ ect 
cc : 
subject : 2 nd rev mar . 2000 josey ranch nom 
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 20 / 2000 
02 : 22 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
kevin mclarney on 03 / 20 / 2000 02 : 09 : 02 pm 
to : susan d trevino / hou / ect @ ect 
cc : vance l taylor / hou / ect @ ect , stretch brennan , knox 
westmoreland , bob withers 
subject : 2 nd rev mar . 2000 josey ranch nom 
here ' s revised march 2000 ( effective 3 / 21 / 00 9 : 00 am cycle ) setup for josey : 
( using 1 . 075 btu / mcf ) 
* gas deliveries into hpl 
11 , 000 mmbtu / d for kri 
2 , 000 mmbtu / d for texaco ( net increase of 
2 , 000 mmbtu / d ) 
13 , 000 mmbtu / d into hpl 
if you need any additional information , kcs ' field contact is stretch 
brennan in victoria : 512 - 576 - 1005 . 
thank you . 
kevin mclarney 
713 / 964 - 9441 
( on behalf of bob withers ) 
bob withers > < 
kcs energy , 5555 san felipe , suite 1200 
houston , tx 77056 
voice mail / page 713 - 964 - 9434",0 
4706,spam,"Subject: c , | alis soft ` tabs , fast shipping ` 
viagra ' s newest and best rival cialls has been around for some time 
now it ' s available in softtabs 
save 70 % 
shipped world wide 
no prescription required 
more | nfo here 
re . move me 
",1 
3882,spam,"Subject: our recommendations make you big money 
c . d . financial newsletter 
alert : 
strong buy 
issued on dtoi 
news alert * * * * * * * * 3 / 25 / 2004 4 : 00 pm est 
* dtomi receives request for quote for tandem axle 
enclosed trailers * 
* dtoi up 50 % * 
dtomi , inc . 
symbol : dtoi otc . bb 
price $ 1 . 25 
shares out : 26 million 
market capitalization : $ 24 million 
significant revenue growth in 2004 
rating : strong buy 
7 days trading target : $ 2 . 00 
30 day trading target : $ 3 . 50 
* * strong buy alert * * strong 
buy alert * * 
dtomi , inc . ( dtomi or the 
company ) markets a unique air spring suspension system , air spring axlet 
, that allows small to medium - sized trailers to be lowered to near flush with 
the ground , greatly improving the safety and ease with which heavy cargo can be 
loaded and unloaded . an aggressive commercialization schedule may bring 
profitability by mid 2004 . 
dtomi , inc is about to 
release big news in the next week and the stock is expected to rise through the 
roof . as one of our subscribers you already probably reaped the benefits of our 
china world trade corp ( cwtd ) recommendation 2 weeks ago . cwtd rose 900 % in 
only 3 days and all of our subscribers turned a quick buck ! don ' t delay 
and get in on the action early ! ! dtomi , inc . ( dtoi ) is about to explode so get 
in on the action before it ' s too late ! 

dtomi , inc . ( dtomi or the 
company ) markets a unique air spring suspension system , airspring axle , that 
allows small to medium - sized trailers to be lowered to near flush with the 
ground , greatly improving the safety and ease with which heavy cargo can be 
loaded and unloaded 

over 2 million small to medium 
sized trailers are sold annually in the us . 
these trailers are priced up to and over $ 5 , 000 , 
and are marketed to rental agencies , home - improvement retailers that maintain 
rental fleets , and individuals who need to haul heavy items such as contractor 
equipment , motorcycles , snowmobiles , jet skis , cars and horses . 

management estimates that the 
initial market for the company ' s air spring axle system is $ 10 - $ 15 million . 
there are thousands of trailer rental locations in the us , and the system can 
improve customer satisfaction , safety and labor requirements . dtomi is working 
with a leading home improvement conducting a four - month test of 50 trailers . 

the total market will grow to 
$ 140 million as the system is licensed to trailer manufacturers . 
dtomi plans to assist manufacturers with 
integration of the air spring axle system into existing trailer designs , and to 
collaborate with them on marketing efforts . management expects licensing fees of 
$ 200 - $ 300 per trailer . 

dtomi expects be cash flow 
positive by the end of 2004 . an 
aggressive multi - media marketing effort is underway , and rental fleet sales and 
licensing revenues are expected to bring high margins . the company recently 
raised approximately $ 1 . 3 million in equity capital . 

the company has begun 
aggressively marketing its product 
through a variety of methods , in an attempt to gain early market share and 
preempt any competition or patent infringements . 

these trailers are sold to 
individual consumers , car and truck rental agencies , and 
hardware stores that maintain rental fleets . there are several thousand 
trailer rental locations in the u . s . , including true value hardware , 
with 4 , 100 rental locations ; united rentals , with 550 locations ; 
and home depot , with 520 locations . 

dtomi 
estimates that the near - term domestic market for the air spring axlet is 50 , 000 
units per year , which should generate revenues of $ 10 to $ 15 million . 
overhead is low , and initial margins should exceed 30 % . commercialization is 
expected to ramp up very quickly , and the company expects to be cash flow 
positive by year - end 2004 

dtomi 
raised approximately $ 1 . 26 million in equity 
financing through december 2003 , management expects that this cash will cover 
all important rollout operations and support the commercialization of the air 
spring axlet until breakeven is reached . 
the 
rental and specialty trailer market 
the 1992 census indicated that there are 
approximately 15 million small and medium sized trailers in the u . s . , and that 
about one million units are sold annually . data from the leading trailer 
manufacturer , wells cargo , suggests that the market may be two million trailers 
per year . these trailers are sold to individual consumers , car and truck rental 
agencies , and hardware stores that maintain rental fleets . there are several 
thousand trailer rental locations in the u . s . major proprietors include true 
value hardware , with 4 , 100 rental locations ; united rentals , with 550 locations ; 
and home depot , with 520 locations . 
do not waste 
your money investing in companies that don ' t have what it takes to be 
successful . a track record of years of business is just the kind of foundation a 
great company needs to succeed . 
disclaimer : 
verify all claims and do your own due diligence . apple investments , inc profiles 
are not a solicitation or recommendation to buy , sell or hold securities . apple 
investments , inc is not offering securities for sale . an offer to buy or sell can 
be made only with accompanying disclosure documents and only in the states and 
provinces for which they are approved . all statements and expressions are the 
sole opinion of the editor and are subject to change without notice . apple 
investments , inc is not liable for any investment decisions by its readers or 
subscribers . it is strongly recommended that any purchase or sale decision be 
discussed with a financial adviser , or a broker - dealer , or a member of any 
financial regulatory bodies . the information contained in apple investments , inc 
profiles is provided as an information service only . the accuracy or 
completeness of the information is not warranted and is only as reliable as the 
sources from which it was obtained . it should be understood the there is no 
guarantee past performance will be indicative of future results . investors are 
cautioned that they may lose all or a portion of their investment if they make a 
purchase in apple investments , inc profiled stocks . in order to be in full 
compliance with the securities act of 1933 , section 17 ( b ) , apple investments , inc 
and its management receives fees from profiled companies or agents representing 
the profiled companies . these fees may be paid in cash or in stock and they will 
be fully disclosed in each profile . apple investments , inc has been compensated 
twenty thousand dollars cash for the dissemination for this report , by a third 
party . neither apple investments , inc nor any of its affiliates , or employees 
shall be liable to you or anyone else for any loss or damages from use of this 
information piece , caused in whole or part by its negligence or contingencies 
beyond its control in procuring , compiling , interpreting , reporting or 
delivering this e mail and any contents the reader should verify all claims and 
do their own due diligence before investing in any securities mentioned . 
investing in securities is speculative and carries a high degree of risk . the 
information found in this home page is protected by the copyright laws of the 
united states and may not be copied , or reproduced in any way without the 
expressed , written consent of the editor of apple investments , inc . 
gfymo enxcf gjxsd rmxjx rwtre pwtkkmtyep pkhnh trdoj ktowv ikgra pphzv zzsyt sudlz 
",1 
4244,spam,"Subject: ? ? ? , ? > ? ? ? ? ? ? 
? ? ?? ? ?  ? ? r    ????? ? ? ? r ? ? . ? ? ? r ? ? . . . . . . . 
 ????? ? ? ? ? 100 ? ? ?? ? y ? ? ? r ? ? www . 7 english 7 . co . kr ? ??  ?? ? ? ? ?   ?    ?? ??? ? ?? ? ??y ? r?  ?? ? ???  ??? ? ? ? ? . 
 ? 1   ???? ? ? ? ? ? ? ? r ? ? 80 % 25   ? ? -  ? ? ? ? ? ? ?  ? ??  ? ? ?   ?   ? ?? 98 % ?? ????  ?  ?? $ ? ?  ?? ? ?? ? ? ? ? .  ? 2    ????? ? ? ? ? ? ? ? ? , ? r ? ??? ?? ? ? - ? ? ? ? ??  ? 
? ??? ? r ? r ? ? ?? ? ??? ?  ? ? ? ??? ? ? ? ? ? ?  ? ?? . 
? ? ? ?   ?  ? ?  ? ?  ? ? ? r  ?? ? ?? ? ? ? r ? ??? 1 . ? ? ? ???  ??  ?  ??   ??  ? 2 . ? ??     ?    ? ?? ? ??  ??????  ? 3 . ??   ?? ? ? ???? ? ? ? ? ? ?  ??  ? ? ??  ??  ? ? . 
? ? ? ? ?   ?? $ ?? ? ?  ?   ? ?   ? ? ?   ? ? ???? ??  ?  ? ? ? .  ? ? r  ? ? ? ? ?   ?    ?? ?  ? ? ???? ?  ??  ?  ? ? ? ? ? ? ? ? ? . - ? ? ? ?   ?    ??  ? ? ???? ? www . 7 english 7 . co . kr - 
?? ? ? ? ???  ??  ? ?  ? ? ? ? ?? ? ?? ? ??? ? ? ? ? . ? ?  ??   ?????  ? ?  ?  ? ? yoonsuk 37 @ netian . com ? ?  ? ? ?  ?? ?? ? ? ?   ????? ? ? ?  ? ?  ?  ??? ??  ? ?  ? ?   ??  ? ? ? ? ??  ???? ? ? ?? ? ?  ? ? ? ? r?? ? ?  ?  ? ? ? ? ? . ? ?  ?  ?  ? ?? ? ?  ? ?  ? ? ? ?? ? ?? ? ??? ? ? ? ? 
[ ? ?  ?  ??? ] 
[ rejection ] 
? ????? ? ? ? ? ? ????? ? ? ? ? ? ? ??  ?? ?  ?  ?  ? ? ? ?  ? ? ? ? . [ ? ?  ? 
 ??? ] ?? 
??  ? ? ? ?? ?? ? ?  ? ? ?   ?? ? ?  ?  ? ? ? ? ? . 
( ?  ? ????? ? ?  ??? ? ??? ? ? ? ? ? r??  ?? ? ?? ? ??? ?  ?y  ? ? ? ?  ? ??   ? ? r?? ? ? ? ? ? ? ? ? . ) 
please click 
[ ? ??? ???  ] 
 ????? ?? ? ? ? ? bbs , community ,  ?  ??? ? ? ????  ?  ???  ?   ? ? ?? ? ? ?  ?   ? ? ??? ? ? ? ? ? ? 
? ??? ?? ? ? ?? ? ???   ??? $ ? ? ? ? ??? ? ? ? ? ? ??  ? ???? ? ?  ? ? ? ? ? . 
? ????  ? : http : / / www . kdnuggets . com / news / 97 / nl 9 . html ? ?  ?   ? ? ?? ? ? 
? ???  ?   : 2004 - 08 - 30 ? ??? 7 : 40 : 42 , ? ? ? ?  ?   : 2004 - 08 - 30 ? ??? 1 : 25 : 52 
",1 
2498,ham,"Subject: organizational announcement 
enron global markets ended the year with a great deal of momentum and with 
very high expectations for 2001 . in order to better focus and expand the 
various businesses within global markets , we are pleased to announce the 
following organizational changes . 
crude and products 
this group is being re - organized into product lines in order to better focus 
and maximize coverage and increase our market - making abilities . the 
following individuals leading these groups report directly to john nowlan . 
global crude oil 
don schroeder and bill white will manage our global crude oil books . don  , s 
emphasis will be on the development and expansion of our physical crude 
positions both domestically and abroad . bill will manage the various 
financial crude positions globally and will focus on developing these books . 
distillate 
chris mahoney will have responsibility of all distillate positions . chris 
will focus on developing our global distillate strategy , building the 
business both physically and financially . 
global fuel oil 
niamh clarke will expand her role managing our global fuel oil and resid 
positions . emphasis will be placed on re - establishing enron in the financial 
fuel market in the us and developing a physical fuel strategy . 
global gasoline and components 
jim goughary will assume responsibility for our global gasoline and 
components business . following up on our expansion into the european market 
in 2000 , we look forward to jim expanding our presence in the us as well as 
asian markets . 
global lpg 
erik hansen and adam gross will be responsible for the development and 
execution of our global lpg trading and strategy . under their guidance we 
look to expand our presence into the asian pacific markets , as well as 
continuing to grow our us and european operations . 
petrochemical and plastics 
stuart bland and douglas friedman will be responsible for the continued 
development and growth of our petrochemical and plastics business . they will 
work to further expand both our physical and financial presence in these 
markets . 
fuel management 
doug leach will continue in his role developing our fuel management business 
as well as other long - term structural transactions . 
global origination 
randy maffett has joined the group to lead , develop and grow all global 
origination activities for the group . randy  , s most recent assignment was in 
restructuring several equity investments for ena . 
enron freight 
this new group under the leadership of dan reck is developing a business in 
the inter - modal transportation area in the united states . shawn cumberland 
has joined this group to lead and expand the origination opportunities in 
this business . shawn  , s most recent assignment was as coo of the calme region . 
global risk management 
jere overdyke has elected to leave enron after almost 10 years of service . 
per sekse will take over the leadership of this very exciting and growing 
business . per is located in enron  , s new york office but will be spending a 
significant amount of his time in houston . 
we look forward to this year and feel the above changes will provide the 
focus and momentum we need to deliver a record performance in 2001 . 
please congratulate everyone on their new assignments .",0 
803,ham,"Subject: 24 x 5 products 
please make sure this is clearly understood by the schedulers . 
- - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 05 / 23 / 2000 
09 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
from : jennifer deboisblanc denny 
05 / 23 / 2000 05 : 11 pm 
to : steve venturatos / hou / ect @ ect , david baumbach / hou / ect @ ect , o ' neal d 
winfree / hou / ect @ ect , michael walters / hou / ect @ ect , bryan hull / hou / ect @ ect , 
jeff a crook / hou / ect @ ect , julie meyers / hou / ect @ ect , ami 
chokshi / corp / enron @ enron 
cc : torrey moorer / hou / ect @ ect , tara sweitzer / hou / ect @ ect , brenda f 
herod / hou / ect @ ect , sheri thomas / hou / ect @ ect , imelda frayre / hou / ect @ ect , scott 
mills / hou / ect @ ect 
subject : 24 x 5 products 
eric bass , texas desk trader , requested the following product described below 
be traded on enrononline . this product will not bridge into sitara and will 
have to be put in manually . 
the reason it will not bridge is due to the fact that it can have multiple 
stripes of start & end dates rather than one start & end date . currently , 
enrononline can 
only send one start & end date per deal therefore it will fail in the bridge 
monitor and will have to be manually entered into sitara & subsequently 
cleared out of the monitor . 
since these transactions could flow next day , it is imperative that these 
transactions get into sitara as soon as possible . please read the full 
description below . ( this product looks like a month long deal but excludes 
weekends . the "" wkd "" is short for week days . ) 
we do not anticipate a large volume of these transactions but need to be 
prepared to react quickly when they do . for the future , we are looking into 
the cost / benefit of enrononline having the capability of sending multiple 
dates for these types of products . 
if you have any questions , please call me at 3 - 5824 
thank you . 
- - - - - - - - - - - - - - - - - - - - - - forwarded by jennifer deboisblanc denny / hou / ect on 
05 / 23 / 2000 02 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
dale neuner 05 / 23 / 2000 10 : 26 am 
to : david forster / corp / enron @ enron , sheri thomas / hou / ect @ ect , jennifer 
deboisblanc denny / hou / ect @ ect , jason althaus / corp / enron @ enron , jason 
althaus / corp / enron @ enron , melba lozano / hou / ect @ ect 
cc : eric bass / hou / ect @ ect 
subject : 24 x 5 products 
we are rolling out the use of the 24 x 5 nat gas product commencing tomorrow , 
may 24 th . 
the product is a month - long physical nat gas product traded off the texas 
desk . it will be identified as follows : 
us gas phy exxon katy wkd juno 0 usd / mm 
this product is different from the usual products traded on the texas desk in 
that the product description has an 
indicator of wkd , which designates that the product only moves gas on a day 
that is a monday , tuesday , wednesday , 
thursday or friday . 
these products will not bridge into sitara . risk personnel will need to be 
diligent to identify these products based 
on the information in the product description to ensure that the products are 
entered into sitara correctly ( presumably - 
strips of monday - friday trades and the corresponding month - starting days 
and / or month - ending days ) . 
we understand the potential impact of having to manually input these 
transactions and have asked the appropriate 
systems personnel to examine the links between eol and sitara and consider 
building bridge capability . in the 
interim , we anticipate that the trading volume on these products will be low , 
and will ask for higher prioritization of the 
bridging in the event that volumes increase . 
dale 
3 - 9746",0 
3831,spam,"Subject: this is the book my friend was talking about 
get the most dangerous 
book in the world 
your book was a 
fantastic source of all the essential insider information that 
is so hard to find anywhere else . excellent ! ! ! 
- james mcdermott 
already 
one politician has done everything within his power to silence this 
' explosive and dangerous ' book . here ' s why : 
the essential 
underground handbook is probably the most revolutionary book to be 
offered for sale anywhere in the world . discover the secrets your 
government doesn ' t want you to know . 
this is your guide to 
some of the most closely guarded insider techniques , used by major 
crime syndicates and politicians alike - information you won ' t find 
anywhere on the web . 
written by industry 
insiders , this book packs years of hard earned information into one 
incredible volume . 
here ' s what ' s 
inside : 
the quick start 
guide to offshore banking - how to open 5 offshore bank accounts 
in less than 5 minutes ! 
want to know how 
to keep all your money instead of giving it to the tax 
authorities ? we ' ll show you how to get money paid directly to 
offshore accounts 
transfer money 
anonymously and safely using pass - through accounts , stash 
accounts and spend accounts 
open anonymous 
merchant accounts to take credit card payments from anywhere in 
the world 
more detailed 
information about opening hidden bank accounts in many other 
countries such as latvia , belize , switzerland , dominica , granada , 
ireland , bahamas and mexico 
how to get 
anonymous visa and mastercard credit and debit cards that you 
can use at over 850 , 000 atm machines worldwide and 3 million 
retailers 
how to set up 
discreet mail drops in over 100 countries with little or no 
identification requirements 
how to remotely 
set up telephone numbers in most major cities in the world to 
provide a perceived international presence for you or your 
organization 
how to 
anonymously route international calls directly to your cell 
phone 
how to make 
cheap telephone and fax calls worldwide by routing your phone 
calls through the internet 
how to surf the 
internet anonymously using a network of ' public ' proxy servers 
how to route 
your anonymous internet connection through multiple countries in 
order to cover your tracks even more effectively 
how to quickly 
and easily set up your own corporation or limited liability 
company 
how to set up 
international business corporations ( ibcs ) in over 30 offshore 
jurisdictions such as panama , channel islands and the bahamas 
how to get a 
legal second passport from another country and use it to travel 
safely worldwide 
second 
citizenship - how to become a legal citizen of another country 
escaping 
offshore - we ' ll show you how to move abroad and sever ties with 
your country of origin 
how to get fake 
identity documents ( including a collection of 20 different 
types of identity documents ) 
how to acquire 
and use an international drivers license in a different name to 
drive legally in any country around the world 
gaining access 
to other peoples computers remotely - a hacking walkthrough that 
describes one easy technique that gives almost guaranteed access to 
files on other peoples computers - plus how to secure your own 
computer against this type of attack ! 
automated 
hacking tools - how to set up , install and use automated hacking 
tools that can give you almost complete control of other peoples 
computers 
underground 
hacking resources - a directory of hacking resources and tools 
tracing and 
tracking people - including missing persons - includes some of 
the methods used by private investigators to find those who don ' t 
want to be found 
performing 
background checks on people - find out hidden information about 
new employees , business associates and potential clients 
little known 
database searches - access a range of useful information from 
little known sources . find information on property ownership , 
company directors , drivers licenses and tax violations 
finding property 
- uncover hidden property , there could be thousands of dollars worth 
of assets with your name on them . 
confidential 
check cashing services that will cash any check in any name , 
even if you don ' t have id 
discover sources 
for the most controversial insider magazines and journals . you 
won ' t find many of these advertised in the mainstream - they are 
truly underground 
how to get a 
prestigious title - you could become a lord , lady , count , 
countess or sir for only a few dollars 
how to be 
ordained as a minister - free of charge , form your own church 
and be legally exempt from taxes 
more information 
please 
no 
more 
",1 
2301,ham,"Subject: hpl meter # 981511 pt arthur refinery - chevron hpl 
daren : 
on 5 / 1 / 2000 recorded flow of 9 mmbtus from hpl ' s pipeline . deal # 222051 was 
at this meter during april 2000 , but the deal expired on 4 / 30 / 2000 . 
currently , this volume is being booked to the hpl stranger gas contract . 
logistics needs either ( 1 ) deal # 222051 , ( 2 ) new deal , or ( 3 ) approval to 
write - off this volume to unaccounted for gas . ( please print , sign , and 
return original to clem cernosek ) . 
deal / deal ticket # / customer ( seller / buyer ) 
or 
approval to write - off the volumes to unaccounted for gas loss 
thanks , clem",0 
590,ham,"Subject: transaction confirmation sheets 
jennifer / darren 
would you please forward to lisa maillet ( fax # 508 - 786 - 7201 ) a copy of the 
transaction confirmation sheet regarding the gas ( 2 , 977 mmbtu at lsp 
interconnect with oasis - waha and 5 , 000 mmbtu at lsp interconnect with pg & e 
ntp - 36 "" maypearl ) melp , as limited agent for abb alstom power inc , purchased 
from houston pipe line this past wednesday ( 3 / 29 / 00 ) . 
thanks 
trey",0 
4955,spam,"Subject: long time 
customer id : 615 
order # 13 
we would like to thank you for your recent purchase on our website 
and thought that you may also be interested in our new lub . ricant 
that has been added to our line of herb - al supp - lements . 
it is gua ran - teed to help spice up your night life in the bed ` room . 
if your not completely satis fied then just return it back to us with 
no questions asked . 
you can view our new line at http : / / nikko . getchatimenow . com / x / poppi 
thank you once again 
",1 
1251,ham,"Subject: revision # 1 - hpl nom for july 25 , 2000 
( see attached file : hplo 725 . xls ) 
- hplo 725 . xls",0 
4073,spam,"Subject: $ 55486 
hello , 
i sent you an email a few days ago because you now qualify for a new mortgage . 
you could get a $ 300 , 000 for as little as $ 700 a month ! 
credit is no problem , you can pull cash out or refinance . 
best regards , 
bret thompson 
no thanks 
",1 
1934,ham,"Subject: october deals 
daren , 
i have 2 allocation exceptions that require a deal to be extended . meter 
98 - 1488 tenaska is showing small volumes flowed on days there was no deal . 
can you extend the deal throughout the month so that the volumes will have a 
deal to link to . i have the same situation on meter 98 - 1601 . 
if you have any questions , please let me know . 
thanks , 
susan",0 
4152,spam,"Subject: roller coaster cigars for 9280 
email loading . . . % 
brewster crude embody lignite cf aboard elisabeth doorkeep dichotomous chalkline keypunch pomp 
",1 
3809,spam,"Subject: get cheap via - gra 
generic viagra , at cheap prices . 
most places charge $ 20 , we charge $ 3 . quite a difference , right ? 
an amazing erection every time is guaranteed to you ! 
go into sexual overdrive today . . . vroooom ! 
shipped to the whole world . your solution is here : http : / / www . getcheapdrugs . biz / via / ? oxygen 
- - - - - 
the link below is for people who hate spam . . . . . 
http : / / www . getcheapdrugs . biz / off . html 
.",1 
3217,ham,"Subject: fw : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback ) 
daren - 
per your e - mail to re : your changing price for pricing errors , as promised , please see lee p . ' s response below . 
thanks ! 
tess 
- - - - - original message - - - - - 
from : ray , tess 
sent : tuesday , may 08 , 2001 11 : 35 am 
to : meyers , julie 
subject : re : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback ) 
importance : high 
julie - 
04 / 01 price in sitara for deal 413462 shows hsc gdp da for both tiers . who should i contact to get price corrected to : 
10 , 000 / d hsc _ flw + 1 high gdp da 
11 , 000 / d hsc _ flw + 2 high gdp da 
( i . e same as pre and post 04 / 01 prices shown for this deal in sitara ) 
thanks , 
tess 
- - - - - original message - - - - - 
from : meyers , julie 
sent : tuesday , may 08 , 2001 11 : 01 am 
to : ray , tess 
subject : re : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback ) 
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 05 / 08 / 2001 10 : 57 am - - - - - - - - - - - - - - - - - - - - - - - - - - - 
from : lee l papayoti on 05 / 07 / 2001 04 : 54 pm 
to : julie meyers / hou / ect @ ect 
cc : 
subject : re : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback ) > 
sa 413462 is not the buyback , it ' s the swing . . . 
the first 10 , 000 / d under sa 413462 should be hsc _ flw + 1 high gdp d . a . 
anything over 10 , 000 / d should be hsc _ flw + 2 high gdp da 
this is for all months from octo 0 to sepol 
julie meyers 
05 / 07 / 2001 04 : 43 pm 
to : lee l papayoti / hou / ect @ ect 
cc : 
subject : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback ) 
what do you think ? 
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 05 / 07 / 2001 04 : 39 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
from : tess ray / enron @ enronxgate on 05 / 07 / 2001 02 : 58 pm 
to : daren j farmer / enron @ enronxgate 
cc : julie meyers / hou / ect @ ect 
subject : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback ) 
darren - 
please advise on the 04 / 01 price for sales deal # sa 413462 on this buyback ( swing deal ) . the contract shows the price for 04 / 01 should be the same price as shown for 03 / 01 & 05 / 01 ( i . e . 04 / 01 price for deal # sa 413462 should be : 10 , 000 @ hsc _ flw + 1 high gdp d . a . & 11 , 000 @ hsc _ flw + 2 high gdp da ) . 
thanks ! 
tess ray 
tess . ray @ enron . com 
contract accountant , gas settlements ( sales ) 
houston pipe line co . 
1201 louisiana , la 1524 b 
houston , tx . 77002 
tel : 713 - 571 - 3274 fax : 713 - 646 - 8875 
",0 
3707,spam,"Subject: re : i know what you wish for 
goodbye 
gargle copolymer hormoneextreme 
monic puerilecafeteria nagging longfreethink 
arise beachcombconserve dignitary alliancegemlike 
clare boggingcrowberry hecate authenticatemorphology 
courtney saxophonesummand",1 
1163,ham,"Subject: re : new production - sitara deals needed 
vance , 
deal tickets , as noted below , have been created and entered in sitara . 
bob 
vance l taylor 
07 / 11 / 2000 09 : 18 am 
to : robert cotten / hou / ect @ ect 
cc : hillary mack / corp / enron @ enron , lisa hesse / hou / ect @ ect , trisha 
hughes / hou / ect @ ect , heidi withers / hou / ect @ ect , susan smith / hou / ect @ ect , 
donald p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect 
subject : new production - sitara deals needed 
bob , 
the following production is now on - line and a ticket should be created and 
entered into sitara based on the following : 
counterparty deal # meter volumes price period 
cokinos natural gas co . 327963 9842 2 , 800 mmbtu / d 96 % gas daily 7 / 6 
- 7 / 31 
upstream energy services 327964 9844 150 mmbtu / d 100 % gas daily less 
$ 0 . 14 7 / 8 - 7 / 31 
fyi , susan will create and submit committed reserves firm tickets for the 
remaining term of the deal beginning with the month of august . additionally , 
these are producer svcs . deals and should be tracked in the im wellhead 
portfolio . . . attached to the gathering contract . 
thanks , 
vlt 
x 3 - 6353",0 
4542,spam,"Subject: no more high rates 
hello , 
we tried contacting you awhile ago about your low interest morta ( ge rate . 
you have qualified for the lowest rate in years . 
you could get over $ 300 , 000 for as little as $ 600 a month ! 
ba ( d credit ? doesn ' t matter , low rates are fixed no matter what ! 
to get a free , no obligation consultation click below : 
best regards , 
dale 
",1 
3428,ham,"Subject: tufco deal 108058 
buddy - daren farmer called and said that on 4 / 30 / 2001 , on hpl deal # 108058 , that there was around 20 , 000 mmbtu scheduled , but when it was actualized , it was actualized at 0 . he thinks this is incorrect . can you check into this and get back with daren ? i ' ll be out of the office tomorrow , so please get back with him directly . thanks .",0 
3828,spam,"Subject: ! ebay reguiar verification 
% words % words % words % words 
dle ! a ; rcuelbiaiyyou : s , e : r , 
% words % words % words 
% words % words % words 
regards , 
e : bla : y % words 
% words % words % words 
% words % words 
% words 
% words % words 
% words % words 
",1 
1677,ham,"Subject: october 2000 availabilities 
this appears to be the first one . 
thanks , 
bev 
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 09 / 26 / 2000 08 : 28 
am - - - - - - - - - - - - - - - - - - - - - - - - - - - 
enron capital & trade resources corp . 
from : "" steve holmes "" 
09 / 21 / 2000 05 : 19 pm 
to : 
cc : 
subject : october 2000 availabilities 
attached are the october 2000 availabilities for devon energy . i will notify 
you of any updates as soon as they become availabilie . 
thanks , 
steve 
- enronavailsl 000 . xls",0 
311,ham,"Subject: re : allocation exceptions 
daren - meters 3002 and 3003 have volume from jan 99 thru the current month . 
could a deal be created for these volumes ? there is a substanital amount of 
volume each month . 
- aimee 
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 02 / 16 / 2000 02 : 54 
pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
fred boas 
02 / 13 / 2000 02 : 28 pm 
to : aimee lannou / hou / ect @ ect 
cc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect 
subject : allocation exceptions 
aimee : 
following is a list of allocation exceptions on daily swing meters that must 
be fixed . 
meter 3003 with min gas date 01 / 02 / 99 
meter 3002 with min gas date 01 / 02 / 99 
meter 0598 with min gas date 08 / 01 / 99 
meter 5360 with min gas date 0 / 01 / 00 
do you think that we can get them fixed by tuesday the 15 th of this week ? 
let me know , 
fred",0 
5087,spam,"Subject: the best prize for cigarettes out there 
a creepy is hough karp but sulphur what australite , 
gates not unix . 
when centrifugate with , photon inconsiderate is not receptive 
mira but a arrangeable paranoiac nowadays arises bellum 
agate in abrogate , squadron and mollusk . would you 
empathyintact ? 
no , analysis bowen clamber is darken a agate and 
implantation operon . 
if not , here - http : / / 7 xobopde 2 vfao 02 . ecigs 4 less 5 . com / rm 
",1 
